# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/stm/stm_genome_temp.gtf" "-o" "feature_counts/stm_1110.txt" "sam/sam_11_09/278-1_stm.sorted.bam" "sam/sam_11_09/278-2_stm.sorted.bam" "sam/sam_11_09/278-3_stm.sorted.bam" "sam/sam_11_09/278-4_stm.sorted.bam" "sam/sam_11_09/278-5_stm.sorted.bam" "sam/sam_11_09/279-1_stm.sorted.bam" "sam/sam_11_09/279-2_stm.sorted.bam" "sam/sam_11_09/279-3_stm.sorted.bam" "sam/sam_11_09/279-4_stm.sorted.bam" "sam/sam_11_09/279-5_stm.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	278-1_stm.sorted.bam	278-2_stm.sorted.bam	278-3_stm.sorted.bam	278-4_stm.sorted.bam	278-5_stm.sorted.bam	279-1_stm.sorted.bam	279-2_stm.sorted.bam	279-3_stm.sorted.bam	279-4_stm.sorted.bam	279-5_stm.sorted.bam
STM0285	Chromosome	323862	327731	+	3870	NA	8	43	32	19	11	34	83	24	41	15
STM0286	Chromosome	327731	328519	+	789	NA	0	2	0	1	0	3	3	6	2	1
STM0287	Chromosome	328516	328932	+	417	NA	0	0	5	1	1	4	4	5	8	0
STM0288	Chromosome	328956	329477	+	522	NA	2	5	2	1	0	6	4	3	4	1
STM0289	Chromosome	329874	332063	+	2190	NA	4	15	6	17	5	17	24	17	14	4
STM0290	Chromosome	332087	332533	+	447	NA	1	7	0	5	3	7	23	6	7	1
STM0291	Chromosome	332552	336646	+	4095	NA	17	31	34	27	18	109	125	44	43	22
STM0292	Chromosome	337096	337836	+	741	NA	15	25	25	16	15	51	53	24	24	16
STM0293	Chromosome	337830	338276	+	447	NA	4	7	9	6	3	26	7	19	7	4
STM0294	Chromosome	338839	339276	+	438	NA	0	1	1	4	2	7	5	2	0	3
STM0295	Chromosome	340045	340353	+	309	NA	0	5	5	0	0	13	7	5	2	0
STM0296	Chromosome	340455	340703	-	249	NA	0	0	0	0	0	1	3	1	2	0
STM0297	Chromosome	340756	340953	+	198	NA	0	0	0	0	0	3	1	0	0	0
STM0298	Chromosome	341179	341460	+	282	NA	0	0	0	0	0	1	0	0	0	0
STM0299	Chromosome	342210	342722	+	513	safA	5	13	6	6	4	31	24	5	6	5
STM0300	Chromosome	342830	343543	+	714	safB	3	4	4	3	6	24	10	9	6	8
STM0301	Chromosome	343567	346077	+	2511	safC	11	52	53	30	25	92	120	45	67	39
STM0302	Chromosome	346099	346569	+	471	safD	2	11	6	7	4	27	25	8	13	5
STM0303	Chromosome	346975	347796	+	822	ybeJ	1	11	14	9	3	15	18	8	19	3
STM0304	Chromosome	348611	349558	+	948	sinR	13	18	12	4	8	83	40	15	9	15
STM0305	Chromosome	349675	349890	+	216	NA	0	8	1	2	1	7	11	2	3	5
STM0306	Chromosome	349894	350613	-	720	NA	8	28	26	9	7	62	27	7	6	28
STM0307	Chromosome	350944	351351	-	408	NA	5	20	12	11	4	46	50	14	32	20
STM0308	Chromosome	351722	352489	-	768	yafV	14	37	36	30	15	76	119	40	61	14
STM0309	Chromosome	352598	355042	-	2445	yafH	41	320	408	106	57	581	626	142	205	362
STM0310	Chromosome	355282	355860	+	579	ghmA	58	80	94	58	35	183	278	115	201	40
STM0311	Chromosome	356073	356840	+	768	yafJ	15	66	87	61	43	138	225	110	145	37
STM0312	Chromosome	356811	357551	-	741	yafK	34	84	103	128	59	152	361	230	215	35
STM0313	Chromosome	357801	358856	+	1056	dinP	7	32	27	19	14	71	131	61	57	22
STM0315	Chromosome	360204	360818	+	615	prfH	5	19	16	22	11	26	72	36	35	14
STM0316	Chromosome	360974	362431	-	1458	pepD	90	357	571	337	236	588	1168	547	1095	182
STM0317	Chromosome	362680	363138	+	459	gpt	14	34	76	56	34	69	150	137	128	19
STM0318	Chromosome	363227	364471	+	1245	yafA	40	129	163	125	67	262	439	161	280	52
STM0319	Chromosome	364529	364930	+	402	crl	9	49	67	32	14	96	132	49	96	36
STM0320	Chromosome	364981	366033	-	1053	phoE	4	7	10	9	6	33	49	18	9	8
STM0321	Chromosome	366316	367419	+	1104	proB	23	115	119	75	47	165	300	130	237	57
STM0322	Chromosome	367431	368681	+	1251	proA	20	101	155	82	44	139	284	129	231	56
thrW	Chromosome	368807	368879	+	73	NA	14	13	12	30	8	39	46	39	33	6
STM0324	Chromosome	369159	369380	+	222	NA	4	1	1	1	1	7	7	4	1	1
STM0325	Chromosome	369198	369998	-	801	NA	1	4	3	6	2	8	12	5	3	3
STM0327	Chromosome	370740	371063	+	324	NA	117	308	294	133	125	361	777	211	549	146
STM0328	Chromosome	371404	372642	+	1239	NA	3	3	8	6	2	15	21	16	11	2
STM0329	Chromosome	372774	374195	+	1422	NA	1	8	4	2	3	10	24	7	5	3
STM0330	Chromosome	374197	374823	+	627	NA	3	8	8	6	4	14	21	5	6	3
STM0331	Chromosome	374838	375716	+	879	NA	1	2	5	1	2	1	15	10	5	4
STM0332	Chromosome	375716	376630	+	915	NA	1	12	12	6	5	22	24	12	11	5
STM0333	Chromosome	376664	377629	+	966	NA	9	25	9	7	2	41	42	10	15	18
STM0334	Chromosome	377574	377846	-	273	NA	2	1	3	2	1	15	7	7	2	2
STM0335	Chromosome	378537	378935	+	399	NA	5	0	3	1	2	4	2	2	3	1
STM0336	Chromosome	378982	379740	-	759	stbE	6	7	5	3	3	5	15	6	3	0
STM0337	Chromosome	379706	381031	-	1326	stbD	8	13	14	19	9	20	46	19	25	10
STM0338	Chromosome	381036	383597	-	2562	stbC	14	45	39	26	25	70	116	54	55	16
STM0339	Chromosome	383581	384342	-	762	stbB	0	2	0	0	1	2	3	1	3	1
STM0340	Chromosome	384404	384940	-	537	stbA	0	1	1	2	1	3	0	1	2	1
STM0341	Chromosome	385574	386338	+	765	NA	4	4	5	2	1	7	4	6	4	2
STM0342	Chromosome	386311	386610	+	300	NA	1	2	1	0	1	3	1	6	1	1
STM0343	Chromosome	387110	388684	+	1575	NA	3	19	13	15	3	47	59	18	18	18
STM0344	Chromosome	388784	389527	+	744	NA	14	16	18	13	14	51	41	21	19	13
STM0345	Chromosome	389500	389988	+	489	NA	2	5	9	3	2	14	12	3	8	2
STM0346	Chromosome	390389	390913	+	525	NA	0	0	0	0	0	2	2	2	0	4
STM0347	Chromosome	391057	391698	+	642	NA	0	4	1	2	0	7	4	0	2	3
STM0348	Chromosome	391709	391933	+	225	NA	2	3	2	0	0	4	5	1	0	0
STM0349	Chromosome	391991	392350	+	360	NA	2	4	2	3	1	13	9	5	2	1
STM0350	Chromosome	392420	393931	-	1512	NA	1	14	6	7	6	13	20	6	10	2
STM0351	Chromosome	393894	397061	-	3168	NA	2	10	9	10	6	18	24	12	20	11
STM0352	Chromosome	397058	398284	-	1227	NA	0	1	1	0	1	3	2	3	3	2
STM0353	Chromosome	398561	400849	+	2289	NA	1	8	10	4	7	18	24	14	13	11
STM0354	Chromosome	400861	401325	+	465	NA	3	18	11	13	9	33	36	17	14	8
STM0355	Chromosome	401403	401597	+	195	NA	6	25	13	8	3	42	74	8	14	17
STM0356	Chromosome	401890	403143	+	1254	NA	6	21	16	8	5	60	61	21	8	19
STM0357	Chromosome	403332	405290	+	1959	mod	10	31	64	35	20	75	99	82	83	28
STM0358	Chromosome	405300	408272	+	2973	res	17	72	112	59	35	148	176	105	168	47
STM0359	Chromosome	408549	408650	+	102	NA	13	13	5	1	2	56	38	4	1	23
STM0360	Chromosome	408767	410170	+	1404	NA	4	19	15	3	5	36	21	5	7	28
STM0361	Chromosome	410167	411177	+	1011	NA	14	54	36	25	17	68	132	40	38	28
STM0362	Chromosome	411194	411418	+	225	NA	3	11	5	6	3	11	20	4	7	6
STM0363	Chromosome	411514	412518	+	1005	NA	9	126	71	30	38	105	140	40	49	54
STM0364	Chromosome	412664	414772	+	2109	foxA	10	50	40	31	26	79	87	49	58	38
STM0365	Chromosome	414813	415445	-	633	yahN	31	132	82	75	67	142	356	122	170	53
STM0366	Chromosome	415677	415952	+	276	yahO	213	258	129	70	100	701	930	152	87	164
STM0367	Chromosome	416088	417713	-	1626	prpR	5	26	25	9	10	47	41	21	51	25
STM0368	Chromosome	417978	418865	+	888	prpB	1	25	35	9	7	78	34	3	11	13
STM0369	Chromosome	418988	420157	+	1170	prpC	4	53	65	9	2	118	35	8	7	21
STM0370	Chromosome	420197	421648	+	1452	prpD	7	41	76	9	3	109	27	8	12	18
STM0371	Chromosome	421689	423575	+	1887	prpE	3	62	72	16	5	118	57	13	26	18
STM0372	Chromosome	423679	424653	-	975	hemB	24	135	180	121	56	180	314	174	214	56
STM0373	Chromosome	425166	428102	+	2937	yaiU	39	159	125	83	56	227	362	166	169	79
STM0374	Chromosome	428188	428811	+	624	yaiV	7	8	4	8	4	47	43	17	17	12
STM0375	Chromosome	428856	429986	-	1131	ampH	13	45	34	27	20	78	106	43	64	20
STM0376	Chromosome	430360	431580	+	1221	sbmA	8	29	24	21	9	37	81	22	37	22
STM0377	Chromosome	431595	432689	+	1095	yaiW	4	24	22	15	10	28	54	32	31	14
STM0378	Chromosome	432727	433035	-	309	yaiY	8	23	18	21	14	42	135	54	19	19
STM0379	Chromosome	433303	433518	+	216	yaiZ	69	64	44	25	32	114	226	65	115	32
STM0380	Chromosome	433544	434638	-	1095	ddlA	54	157	102	83	69	179	394	167	261	71
STM0381	Chromosome	434716	435429	+	714	NA	18	60	18	18	27	159	138	32	22	91
STM0382	Chromosome	435598	436809	+	1212	NA	7	19	10	11	14	55	50	18	18	12
STM0383	Chromosome	437100	437366	+	267	yaiB	50	63	68	49	27	309	335	104	98	87
STM0384	Chromosome	437718	438038	+	321	psiF	86	139	70	33	48	316	369	66	32	150
STM0385	Chromosome	438130	439242	+	1113	yaiC	9	40	34	18	18	55	84	37	38	19
STM0386	Chromosome	439257	440066	-	810	proC	50	131	170	89	60	205	319	109	165	55
STM0387	Chromosome	440206	440661	+	456	yaiI	19	54	49	23	27	55	154	57	46	22
STM0388	Chromosome	440846	441391	+	546	aroL	13	63	49	43	22	65	155	58	77	28
STM0389	Chromosome	441418	441609	+	192	yaiA	12	32	29	19	10	63	93	28	27	33
STM0390	Chromosome	441860	442537	+	678	aroM	11	36	38	22	20	97	109	51	49	23
STM0391	Chromosome	442608	442892	+	285	yaiE	29	60	55	36	27	114	157	45	75	30
STM0392	Chromosome	442930	443841	-	912	rdgC	15	41	38	58	19	69	125	84	125	21
STM0393	Chromosome	443967	444875	+	909	yajF	8	45	52	40	25	81	156	65	85	20
STM0394	Chromosome	444897	446069	-	1173	araJ	5	25	41	40	13	38	104	37	77	11
STM0395	Chromosome	446242	449382	-	3141	sbcC	9	43	90	39	24	94	84	63	119	17
STM0396	Chromosome	449379	450581	-	1203	sbcD	3	20	49	24	14	40	73	46	51	12
STM0397	Chromosome	450796	451485	+	690	phoB	13	56	86	38	20	86	132	59	81	30
STM0398	Chromosome	451555	452850	+	1296	phoR	15	50	44	30	17	50	93	51	62	15
STM0399	Chromosome	453259	454578	+	1320	brnQ	122	350	257	221	177	472	993	324	434	202
STM0400	Chromosome	454653	456023	+	1371	proY	12	38	38	33	25	65	113	60	83	20
STM0401	Chromosome	456185	458002	+	1818	malZ	4	28	41	26	14	37	64	43	58	14
STM0402	Chromosome	458074	458676	-	603	NA	383	1434	1562	891	561	2410	4464	1295	1466	536
STM0403	Chromosome	458886	459467	-	582	yajB	40	159	147	106	60	271	539	147	196	71
STM0404	Chromosome	459561	460625	+	1065	queA	9	34	73	46	26	81	123	67	93	21
STM0405	Chromosome	460822	461949	+	1128	tgt	22	113	236	84	59	188	227	233	216	51
STM0406	Chromosome	461972	462304	+	333	yajC	21	67	126	51	25	144	174	101	242	33
STM0407	Chromosome	462332	464179	+	1848	secD	37	211	417	200	129	336	465	374	576	115
STM0408	Chromosome	464190	465161	+	972	secF	30	177	257	115	94	272	365	230	384	72
STM0409	Chromosome	465309	465674	+	366	NA	3	12	8	8	11	20	33	16	15	7
STM0410	Chromosome	465700	466392	+	693	NA	3	19	20	12	4	24	36	15	22	5
STM0411	Chromosome	466562	466909	+	348	yajD	43	59	48	54	39	95	168	84	104	36
STM0412	Chromosome	467157	467483	-	327	NA	121	659	372	373	296	1045	2462	462	744	270
STM0413	Chromosome	467538	468401	-	864	tsx	708	1123	2487	666	479	1601	5833	2115	3041	565
STM0414	Chromosome	468701	469240	-	540	yajI	8	21	15	10	7	37	67	20	18	11
STM0415	Chromosome	469392	469841	+	450	ybaD	29	81	83	46	41	176	198	115	117	45
STM0416	Chromosome	469845	470948	+	1104	ribD	17	97	139	72	48	127	250	125	157	43
STM0417	Chromosome	471037	471507	+	471	ribH	11	36	62	23	14	95	80	47	61	29
STM0418	Chromosome	471528	471947	+	420	nusB	37	150	270	113	68	338	402	223	255	87
STM0419	Chromosome	472026	473003	+	978	thiL	10	41	63	23	26	46	67	59	56	36
STM0420	Chromosome	472981	473496	+	516	pgpA	11	25	24	16	9	36	54	36	36	12
STM0421	Chromosome	473600	474574	-	975	yajO	79	255	239	97	97	527	640	149	200	172
STM0422	Chromosome	474631	476493	-	1863	dxs	22	147	218	120	78	167	367	239	359	67
STM0423	Chromosome	476517	477416	-	900	ispA	36	176	207	122	93	247	494	267	333	79
STM0424	Chromosome	477417	477659	-	243	xseB	19	82	83	45	33	127	203	82	129	28
STM0425	Chromosome	477869	479317	+	1449	thiI	16	76	87	90	42	93	154	163	188	32
STM0426	Chromosome	479361	480158	-	798	phnV	3	11	15	8	8	10	31	15	21	1
STM0427	Chromosome	480161	481021	-	861	phnU	0	4	4	6	0	6	9	2	4	0
STM0428	Chromosome	481024	482133	-	1110	phnT	5	16	23	15	4	32	43	26	17	7
STM0429	Chromosome	482139	483152	-	1014	phnS	5	15	14	12	4	22	36	19	23	9
STM0430	Chromosome	483350	484069	-	720	phnR	6	19	17	19	12	39	54	25	46	8
STM0431	Chromosome	484209	485312	+	1104	phnW	0	3	7	6	5	8	14	5	6	2
STM0432	Chromosome	485319	486131	+	813	phnX	1	4	9	3	0	8	9	7	10	2
STM0433	Chromosome	486228	486818	-	591	thiJ	4	34	39	35	19	45	97	31	45	10
STM0434	Chromosome	486781	487692	-	912	apbA	22	61	50	55	36	130	181	78	91	39
STM0435	Chromosome	487800	488309	+	510	yajQ	73	110	193	102	53	347	432	150	234	82
STM0436	Chromosome	488356	489705	-	1350	yajR	21	54	56	42	16	85	133	67	97	20
STM0436A	Chromosome	489948	490109	-	162	NA	4	2	3	4	2	33	14	12	13	2
STM0437	Chromosome	490257	491768	+	1512	NA	1	3	7	4	3	15	16	10	6	3
STM0438	Chromosome	491990	493273	+	1284	NA	0	4	6	2	1	24	9	6	6	3
STM0439	Chromosome	493355	494245	-	891	cyoE	28	139	224	51	81	453	433	118	197	225
STM0440	Chromosome	494257	494586	-	330	cyoD	7	36	53	8	14	110	131	27	49	56
STM0441	Chromosome	494586	495200	-	615	cyoC	28	71	219	38	38	289	253	81	115	138
STM0442	Chromosome	495190	497181	-	1992	cyoB	62	307	504	142	122	989	912	274	449	460
STM0443	Chromosome	497192	498148	-	957	cyoA	32	190	307	89	118	744	718	218	392	305
STM0444	Chromosome	498601	500076	-	1476	ampG	14	14	38	30	18	57	71	65	79	22
STM0445	Chromosome	500120	500752	-	633	yajG	5	32	62	28	20	71	123	69	117	11
STM0446	Chromosome	501002	501319	+	318	bolA	263	324	162	134	127	1404	1694	297	174	441
STM0447	Chromosome	501666	502964	+	1299	tig	98	615	1840	667	329	1369	1413	1272	2208	319
STM0448	Chromosome	503211	503834	+	624	clpP	166	329	405	188	172	951	1072	381	535	287
STM0449	Chromosome	504086	505357	+	1272	clpX	328	1221	1130	643	569	2317	3120	1336	1634	875
STM0450	Chromosome	505543	507897	+	2355	lon	116	490	1077	458	299	1286	1432	797	1106	271
STM0451	Chromosome	508106	508378	+	273	hupB	1016	2026	2377	1205	881	3239	5621	1742	3550	684
STM0452	Chromosome	508669	510540	+	1872	cypD	125	372	494	298	199	531	982	573	750	160
STM0453	Chromosome	510690	511064	+	375	ybaV	2	4	5	7	1	11	18	7	7	5
STM0454	Chromosome	511168	511566	+	399	ybaW	24	52	45	16	22	133	171	38	32	63
STM0455	Chromosome	511672	512367	-	696	ybaX	11	55	42	33	27	54	113	70	106	28
STM0456	Chromosome	512432	514132	-	1701	ybaE	16	63	63	34	18	140	157	58	88	35
STM0457	Chromosome	514233	515051	+	819	cof	10	54	43	152	152	111	267	141	405	39
STM0458	Chromosome	515101	516156	-	1056	NA	16	78	49	37	35	97	151	57	61	50
STM0459	Chromosome	516269	516727	+	459	ybaO	82	146	86	77	65	722	394	143	97	175
STM0460	Chromosome	516768	518540	+	1773	mdlA	17	67	79	40	46	141	165	113	125	48
STM0461	Chromosome	518533	520314	+	1782	mdlB	10	36	54	33	18	98	118	61	84	30
STM0462	Chromosome	520527	520865	+	339	glnK	0	0	1	2	0	1	0	1	1	0
STM0463	Chromosome	520897	522183	+	1287	amtB	6	24	22	12	13	33	62	19	26	11
STM0464	Chromosome	522283	523143	-	861	tesB	25	41	66	42	29	84	185	78	83	34
STM0465	Chromosome	523358	523927	+	570	ybaY	143	369	261	113	144	624	922	233	146	390
STM0466	Chromosome	523960	524349	-	390	ybaZ	23	46	43	33	28	71	162	54	69	27
ffs	Chromosome	524427	524542	+	116	NA	22	111	191	56	20	289	145	59	134	75
STM0468	Chromosome	524580	526130	-	1551	ylaB	17	57	58	41	21	95	164	81	80	30
STM0469	Chromosome	526355	526615	+	261	rpmE2	13	24	14	9	12	151	40	8	6	176
STM0470	Chromosome	526621	526761	+	141	rpmJ2	10	20	26	15	12	133	47	20	14	164
STM0471	Chromosome	526817	527287	-	471	ylaC	11	17	25	10	11	54	56	36	22	32
STM0472	Chromosome	527404	527955	-	552	maa	36	57	66	53	37	258	256	133	181	108
STM0473	Chromosome	528134	528352	-	219	hha	63	71	48	79	48	447	407	184	228	130
STM0474	Chromosome	528380	528754	-	375	ybaJ	465	528	295	192	173	2854	1861	518	369	1075
STM0475	Chromosome	529250	532399	-	3150	acrB	75	497	616	317	234	754	1083	543	918	236
STM0476	Chromosome	532422	533615	-	1194	acrA	91	311	345	245	161	644	994	483	594	191
STM0477	Chromosome	533757	534410	+	654	acrR	32	105	80	68	46	273	368	139	152	64
STM0478	Chromosome	534529	537891	+	3363	aefA	34	147	154	130	78	197	341	260	237	57
STM0479	Chromosome	537933	538868	-	936	NA	20	98	90	58	46	127	250	73	131	31
STM0480	Chromosome	538938	539105	-	168	ybaM	0	5	2	2	3	8	6	5	5	0
STM0481	Chromosome	539119	539634	-	516	priC	5	31	30	15	12	54	88	35	36	10
STM0482	Chromosome	539715	540092	+	378	ybaN	6	13	17	6	9	22	40	19	15	13
STM0483	Chromosome	540245	540796	+	552	apt	9	52	84	51	38	67	126	138	96	34
STM0484	Chromosome	540910	542838	+	1929	dnaX	25	159	225	145	102	213	474	281	411	68
STM0485	Chromosome	542884	543213	+	330	ybaB	10	54	126	61	49	144	156	136	191	31
STM0486	Chromosome	543213	543818	+	606	recR	17	76	175	62	51	114	161	143	227	38
STM0487	Chromosome	543905	545803	+	1899	htpG	29	282	805	337	113	940	698	471	721	154
STM0488	Chromosome	546044	546688	+	645	adk	34	113	221	102	48	180	248	219	253	64
STM0489	Chromosome	546917	547879	+	963	hemH	22	104	148	70	32	169	215	98	109	56
STM0490	Chromosome	547876	548847	-	972	aes	30	75	121	95	50	65	221	121	193	36
STM0491	Chromosome	549000	550304	+	1305	gsk	10	47	60	39	22	70	55	114	101	19
STM0492	Chromosome	550353	552029	-	1677	ybaL	20	73	102	36	37	130	111	65	64	37
STM0493	Chromosome	552244	553464	-	1221	fsr	3	23	12	14	6	31	46	19	22	15
STM0494	Chromosome	553637	555289	+	1653	ushA	48	213	258	113	73	429	444	187	317	116
STM0495	Chromosome	555406	555885	-	480	ybaK	24	69	90	60	35	131	203	81	128	45
STM0496	Chromosome	556087	556881	-	795	ybaP	13	66	51	35	29	65	156	87	96	13
STM0497	Chromosome	556967	557794	-	828	NA	1	5	10	8	1	16	13	13	13	4
STM0498	Chromosome	557948	560449	-	2502	copA	59	244	377	168	108	422	626	297	425	144
STM0499	Chromosome	560559	560975	+	417	cueR	21	39	45	24	17	72	105	41	67	23
STM0500	Chromosome	560976	561428	-	453	ybbJ	9	56	54	26	21	82	167	54	58	25
STM0501	Chromosome	561425	562342	-	918	ybbK	52	128	135	89	58	273	551	164	167	104
STM0502	Chromosome	562489	563166	+	678	ybbL	10	14	15	8	8	48	28	13	19	11
STM0503	Chromosome	563153	563932	+	780	ybbM	4	20	23	14	4	36	52	31	43	7
STM0504	Chromosome	564018	564872	-	855	ybbN	16	93	143	108	63	228	242	144	229	43
STM0505	Chromosome	564932	565702	-	771	ybbO	7	23	30	26	18	33	71	59	76	25
STM0506	Chromosome	565857	566471	-	615	tesA	13	28	40	35	25	77	147	55	53	21
STM0507	Chromosome	566442	567128	+	687	ybbA	18	45	31	27	18	72	102	35	37	19
STM0508	Chromosome	567125	569539	+	2415	ybbP	27	105	101	44	50	198	253	68	85	69
STM0509	Chromosome	569725	570858	+	1134	NA	8	27	20	23	20	59	88	24	44	26
STM0510	Chromosome	571115	571945	+	831	sfbA	14	31	30	14	15	37	36	22	20	19
STM0511	Chromosome	571982	572998	+	1017	sfbB	1	13	14	11	8	18	27	11	11	15
STM0512	Chromosome	572991	573650	+	660	sfbC	5	21	10	7	7	36	47	12	22	10
STM0513	Chromosome	573689	574783	-	1095	ybbB	53	152	170	139	96	291	636	263	287	68
STM0514	Chromosome	574853	575779	-	927	ybbS	10	25	33	16	20	59	78	28	37	23
STM0515	Chromosome	576006	576488	+	483	allA	18	70	24	27	18	56	119	57	101	53
STM0516	Chromosome	576567	577385	+	819	allR	46	166	152	74	67	245	458	162	213	121
STM0517	Chromosome	577470	579251	+	1782	gcl	10	79	35	28	22	33	167	35	133	72
STM0518	Chromosome	579264	580040	+	777	gip	7	23	14	6	7	21	57	17	46	22
STM0519	Chromosome	580141	581019	+	879	glxR	12	40	34	10	19	41	114	26	92	38
STM0520	Chromosome	581085	582332	+	1248	NA	12	31	21	15	15	35	121	16	38	41
STM0521	Chromosome	582408	582662	+	255	ybbV	2	4	1	1	3	4	8	2	6	4
STM0522	Chromosome	582569	583882	+	1314	allP	6	37	12	6	9	26	76	21	39	65
STM0523	Chromosome	583961	585322	+	1362	allB	15	152	69	37	56	69	405	52	148	328
STM0524	Chromosome	585381	586679	+	1299	ybbY	1	13	5	5	2	10	38	8	10	11
STM0525	Chromosome	586702	587850	+	1149	glxK	1	10	5	4	4	6	27	6	14	13
STM0526	Chromosome	587930	588715	-	786	ylbA	28	75	70	44	37	136	343	93	162	86
STM0527	Chromosome	588726	589961	-	1236	allC	16	66	73	29	32	61	216	59	140	62
STM0528	Chromosome	589983	591032	-	1050	allD	9	34	32	16	16	31	127	21	64	17
STM0529	Chromosome	591363	593027	+	1665	fdrA	5	49	49	20	37	29	187	33	185	25
STM0530	Chromosome	593037	594296	+	1260	ylbE	5	25	29	21	18	9	90	26	89	15
STM0531	Chromosome	594308	595117	+	810	ylbF	1	10	9	2	7	6	34	10	51	9
STM0532	Chromosome	595121	596014	+	894	arcC	2	11	12	12	9	14	40	12	34	2
STM0533	Chromosome	596055	597122	-	1068	purK	7	49	75	31	21	69	95	46	79	19
STM0534	Chromosome	597119	597628	-	510	purE	3	12	26	7	4	13	12	23	14	5
STM0535	Chromosome	597746	598468	-	723	lpxH	1	14	19	9	9	16	30	25	45	6
STM0536	Chromosome	598471	598965	-	495	ppiB	72	109	164	108	61	427	459	204	333	85
STM0537	Chromosome	599138	600523	+	1386	cysS	43	177	179	130	81	229	506	257	385	71
STM0538	Chromosome	600567	601391	-	825	NA	2	11	21	16	10	29	51	30	32	11
STM0539	Chromosome	601388	601825	-	438	NA	0	6	6	3	2	4	12	4	9	1
STM0540	Chromosome	601818	602363	-	546	ybcI	3	6	4	7	3	8	17	20	15	2
STM0541	Chromosome	602491	602703	-	213	ybcJ	6	32	41	22	13	41	85	39	44	5
STM0542	Chromosome	602705	603571	-	867	folD	44	124	125	97	54	203	401	173	208	65
STM0543	Chromosome	604118	604675	+	558	fimA	220	642	308	988	393	2134	4459	3662	6828	682
STM0544	Chromosome	604751	605284	+	534	fimI	28	47	40	96	28	184	453	279	481	35
STM0545	Chromosome	605328	606020	+	693	fimC	11	23	14	29	12	64	125	101	185	23
STM0546	Chromosome	606051	608663	+	2613	fimD	12	53	54	85	30	148	318	256	510	44
STM0547	Chromosome	608678	609685	+	1008	fimH	4	18	11	26	13	56	90	72	156	28
STM0548	Chromosome	609695	610213	+	519	fimF	5	18	9	25	4	39	85	41	102	13
STM0549	Chromosome	610259	610891	-	633	fimZ	1	7	8	17	2	28	40	47	73	5
STM0550	Chromosome	611495	612217	-	723	fimY	25	15	15	13	7	84	78	36	42	21
STM0551	Chromosome	612236	612547	-	312	NA	1	4	4	12	3	25	77	45	49	7
STM0552	Chromosome	612709	613305	-	597	fimW	2	1	0	2	1	18	27	11	28	7
argU	Chromosome	613570	613643	+	74	NA	0	0	0	0	0	1	1	0	1	0
STM0554	Chromosome	613596	613784	-	189	NA	1	4	1	4	2	3	5	8	7	0
STM0556	Chromosome	614202	614420	-	219	NA	0	1	1	2	0	1	3	2	1	1
STM0557	Chromosome	614807	616459	-	1653	NA	1	0	1	5	3	11	5	4	7	2
STM0558	Chromosome	616440	617366	-	927	yfdH	0	3	2	7	3	12	10	6	5	3
STM0559	Chromosome	617363	617725	-	363	rfbI	0	3	1	3	3	4	12	9	6	4
STM0561	Chromosome	618593	618922	-	330	NA	19	21	18	13	11	48	70	15	18	15
STM0562	Chromosome	619031	619210	+	180	NA	4	12	8	5	3	16	33	11	14	5
STM0563	Chromosome	619261	620115	-	855	NA	1	18	35	18	8	28	35	24	22	9
STM0564	Chromosome	620331	621656	+	1326	NA	10	37	277	35	18	111	71	62	51	70
STM0565	Chromosome	621813	622049	+	237	NA	0	3	8	4	0	14	9	5	4	2
STM0566	Chromosome	622062	622622	+	561	NA	2	11	32	10	1	18	12	13	6	16
STM0567	Chromosome	622701	623876	-	1176	NA	37	78	138	90	51	200	313	138	168	49
STM0568	Chromosome	624202	625596	+	1395	pheP	14	50	62	24	17	72	122	47	39	35
STM0569	Chromosome	625638	626885	-	1248	ybdG	7	37	40	18	9	59	55	38	35	18
STM0570	Chromosome	627196	629166	+	1971	apeE	9	55	40	22	19	121	107	45	42	32
STM0571	Chromosome	629333	632062	+	2730	NA	17	75	104	45	41	121	247	85	146	40
STM0572	Chromosome	632190	633176	-	987	NA	2	16	28	15	15	34	105	21	70	7
STM0573	Chromosome	633243	634286	-	1044	NA	3	5	25	18	13	12	39	7	37	7
STM0574	Chromosome	634319	635173	-	855	NA	1	10	6	14	12	21	37	11	29	4
STM0575	Chromosome	635176	635919	-	744	NA	2	13	11	5	8	10	45	13	19	4
STM0576	Chromosome	635934	636404	-	471	NA	1	5	16	4	2	6	36	7	10	4
STM0577	Chromosome	636382	636831	-	450	NA	1	6	14	5	11	11	40	12	23	5
STM0578	Chromosome	637031	637684	-	654	nfnB	16	67	139	66	55	128	150	98	189	44
STM0579	Chromosome	637781	638149	-	369	ybdF	2	14	13	11	4	18	33	14	28	7
STM0580	Chromosome	638149	638730	-	582	NA	12	33	31	16	10	61	105	35	59	15
STM0581	Chromosome	639019	639360	+	342	NA	3	6	13	2	3	18	18	5	9	6
STM0582	Chromosome	639366	639614	-	249	ybdJ	5	2	1	4	1	12	18	8	4	0
STM0583	Chromosome	639681	640799	-	1119	ybdK	7	25	13	12	12	39	58	15	10	15
STM0584	Chromosome	640811	641515	-	705	entD	4	26	18	16	6	27	29	16	18	11
