# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/bth/bth_genome.gtf" "-o" "feature_counts/bth_1110.txt" "sam/sam_11_09/275-1_bth.sorted.bam" "sam/sam_11_09/275-2_bth.sorted.bam" "sam/sam_11_09/275-3_bth.sorted.bam" "sam/sam_11_09/275-4_bth.sorted.bam" "sam/sam_11_09/275-5_bth.sorted.bam" "sam/sam_11_09/278-1_bth.sorted.bam" "sam/sam_11_09/278-2_bth.sorted.bam" "sam/sam_11_09/278-3_bth.sorted.bam" "sam/sam_11_09/278-4_bth.sorted.bam" "sam/sam_11_09/278-5_bth.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	275-1_bth.sorted.bam	275-2_bth.sorted.bam	275-3_bth.sorted.bam	275-4_bth.sorted.bam	275-5_bth.sorted.bam	278-1_bth.sorted.bam	278-2_bth.sorted.bam	278-3_bth.sorted.bam	278-4_bth.sorted.bam	278-5_bth.sorted.bam
gene-FE838_RS01325	NZ_CP040530.1	258783	259253	+	471	NA	94	28	38	54	99	25	31	2	32	62
gene-FE838_RS01330	NZ_CP040530.1	259398	259976	-	579	NA	133	56	31	65	85	27	38	5	44	55
gene-FE838_RS01335	NZ_CP040530.1	260203	261150	+	948	NA	6687	1059	1045	1546	2417	130	17	13	15	79
gene-FE838_RS01340	NZ_CP040530.1	261332	262894	-	1563	NA	618	231	129	262	363	18	49	14	92	121
gene-FE838_RS01345	NZ_CP040530.1	262901	264856	-	1956	NA	652	237	181	283	351	40	91	32	131	160
gene-FE838_RS01350	NZ_CP040530.1	265460	265885	+	426	NA	5	2	0	2	1	0	3	0	5	3
gene-FE838_RS01355	NZ_CP040530.1	266185	266343	+	159	NA	1	1	0	0	0	0	0	0	0	0
gene-FE838_RS01360	NZ_CP040530.1	266391	267764	-	1374	NA	48	14	6	11	18	5	6	1	20	9
gene-FE838_RS01365	NZ_CP040530.1	267919	269367	-	1449	NA	25	3	2	2	2	0	1	2	5	2
gene-FE838_RS01370	NZ_CP040530.1	269652	270386	-	735	NA	33	1	0	7	10	3	6	3	9	3
gene-FE838_RS01375	NZ_CP040530.1	271479	272201	+	723	NA	41	28	31	43	72	21	61	4	36	52
gene-FE838_RS01380	NZ_CP040530.1	272316	272843	-	528	NA	61	12	8	9	20	4	13	4	20	19
gene-FE838_RS01385	NZ_CP040530.1	272998	274422	+	1425	cls	14	4	6	20	30	10	11	2	6	18
gene-FE838_RS01390	NZ_CP040530.1	274596	275099	+	504	NA	26	23	56	75	45	17	20	0	23	47
gene-FE838_RS01395	NZ_CP040530.1	275213	275839	-	627	NA	69	29	17	37	48	13	22	3	19	29
gene-FE838_RS01400	NZ_CP040530.1	276117	276986	+	870	rlmJ	136	46	53	103	115	25	45	6	37	61
gene-FE838_RS01405	NZ_CP040530.1	277034	277504	-	471	NA	34	18	8	27	53	6	9	2	11	22
gene-FE838_RS01410	NZ_CP040530.1	277683	278969	+	1287	NA	14077	3	252	3793	23	2	2	4	9	6
gene-FE838_RS01415	NZ_CP040530.1	279094	279333	+	240	NA	3463	80	170	1350	175	88	84	4	37	107
gene-FE838_RS01420	NZ_CP040530.1	279433	280344	-	912	NA	764	166	119	302	303	215	295	33	138	247
gene-FE838_RS01425	NZ_CP040530.1	280576	282807	+	2232	NA	429	54	32	67	34	12	9	6	15	14
gene-FE838_RS01430	NZ_CP040530.1	282861	286994	-	4134	NA	220	62	37	103	77	30	49	8	30	39
gene-FE838_RS01435	NZ_CP040530.1	287355	288677	+	1323	NA	0	1	1	1	4	0	0	0	0	2
gene-FE838_RS01440	NZ_CP040530.1	288694	291777	+	3084	NA	6	11	0	8	8	5	7	0	1	7
gene-FE838_RS01445	NZ_CP040530.1	291790	293769	+	1980	NA	3	3	1	1	8	1	3	2	1	1
gene-FE838_RS01450	NZ_CP040530.1	293824	294720	+	897	NA	6	13	4	14	14	5	7	1	8	9
gene-FE838_RS01455	NZ_CP040530.1	294960	295526	+	567	pnuC	178	40	16	54	54	6	13	2	16	2
gene-FE838_RS01460	NZ_CP040530.1	295523	296146	+	624	NA	73	7	6	6	15	5	3	1	10	10
gene-FE838_RS01465	NZ_CP040530.1	296252	296614	+	363	NA	28	15	11	23	10	1	3	3	4	7
gene-FE838_RS01470	NZ_CP040530.1	296647	297540	+	894	NA	48	12	9	14	5	3	10	1	6	7
gene-FE838_RS01475	NZ_CP040530.1	298647	299219	-	573	NA	344	31	21	103	24	4	18	9	34	18
gene-FE838_RS01480	NZ_CP040530.1	299254	300555	-	1302	thrC	882	57	57	249	75	6	34	12	88	38
gene-FE838_RS01485	NZ_CP040530.1	300552	301775	-	1224	NA	741	72	57	211	74	7	28	17	70	26
gene-FE838_RS01490	NZ_CP040530.1	301791	304226	-	2436	thrA	2157	186	121	516	180	33	79	37	234	120
gene-FE838_RS01495	NZ_CP040530.1	304627	305664	+	1038	NA	38	77	52	15	55	54	78	20	71	103
gene-FE838_RS01500	NZ_CP040530.1	305766	306965	+	1200	NA	191	34	44	52	76	25	46	9	58	61
gene-FE838_RS01505	NZ_CP040530.1	306978	308345	+	1368	radA	283	86	42	66	135	23	51	18	63	66
gene-FE838_RS01510	NZ_CP040530.1	308366	310015	+	1650	NA	321	75	53	79	102	18	42	12	70	62
gene-FE838_RS01515	NZ_CP040530.1	310034	310636	+	603	NA	59	18	12	20	24	3	11	2	19	10
gene-FE838_RS01520	NZ_CP040530.1	310727	313144	+	2418	NA	206	19	16	31	26	161	187	92	1079	445
gene-FE838_RS01525	NZ_CP040530.1	313156	313281	-	126	NA	22	1	4	3	3	9	10	9	60	22
gene-FE838_RS01530	NZ_CP040530.1	313566	314054	-	489	NA	111	18	2	13	14	10	16	6	51	23
gene-FE838_RS01535	NZ_CP040530.1	314098	315132	-	1035	NA	154	11	5	16	17	7	14	7	30	19
gene-FE838_RS01540	NZ_CP040530.1	315129	316958	-	1830	NA	594	102	37	123	85	23	84	46	153	104
gene-FE838_RS01545	NZ_CP040530.1	316955	317872	-	918	metA	339	28	27	80	38	20	40	31	123	66
gene-FE838_RS01550	NZ_CP040530.1	318053	318223	+	171	NA	6125	735	869	3080	3147	795	740	340	1225	1123
gene-FE838_RS01555	NZ_CP040530.1	318369	319562	-	1194	NA	3132	337	208	860	334	65	141	101	547	207
gene-FE838_RS01560	NZ_CP040530.1	319645	320859	-	1215	NA	839	159	119	206	181	59	123	51	250	151
gene-FE838_RS01565	NZ_CP040530.1	320865	322763	-	1899	NA	862	158	107	217	241	101	149	44	233	207
gene-FE838_RS01570	NZ_CP040530.1	322840	323226	-	387	NA	297	135	77	123	178	63	102	9	80	137
gene-FE838_RS01575	NZ_CP040530.1	323451	323524	+	74	NA	713	111	56	153	145	15	7	7	29	13
gene-FE838_RS01580	NZ_CP040530.1	323691	324998	-	1308	guaA	1198	388	235	417	357	107	221	104	495	270
gene-FE838_RS01585	NZ_CP040530.1	325184	326623	-	1440	NA	125	41	24	66	53	17	28	0	32	44
gene-FE838_RS01590	NZ_CP040530.1	326643	327776	-	1134	NA	11	3	7	10	3	2	13	0	7	6
gene-FE838_RS01595	NZ_CP040530.1	327869	328615	-	747	NA	3	2	5	6	2	2	5	0	5	1
gene-FE838_RS01600	NZ_CP040530.1	328731	329300	-	570	NA	0	1	9	9	0	1	9	2	2	5
gene-FE838_RS01605	NZ_CP040530.1	329317	331350	-	2034	kdpB	13	6	20	62	0	7	65	8	11	25
gene-FE838_RS01610	NZ_CP040530.1	331369	333075	-	1707	kdpA	12	6	8	40	3	9	72	4	12	18
gene-FE838_RS01620	NZ_CP040530.1	333711	333821	-	111	rrf	330	1061	1090	836	1212	53	62	18	67	157
gene-FE838_RS01625	NZ_CP040530.1	334001	336880	-	2880	NA	13257	71682	33883	21047	13369	36795	9811	4161	6447	16881
gene-FE838_RS01630	NZ_CP040530.1	337043	337116	-	74	NA	144	44	20	49	28	9	10	33	46	20
gene-FE838_RS01635	NZ_CP040530.1	337171	337244	-	74	NA	698	32	16	100	74	11	27	43	146	84
gene-FE838_RS01640	NZ_CP040530.1	337406	338934	-	1529	NA	4115	20076	13326	7932	3826	9358	2327	808	1334	4384
gene-FE838_RS01645	NZ_CP040530.1	339022	339291	+	270	NA	785	66	158	354	641	327	766	1295	873	826
gene-FE838_RS01650	NZ_CP040530.1	340569	341462	-	894	NA	39	11	7	28	11	3	6	3	9	6
gene-FE838_RS01655	NZ_CP040530.1	341495	341857	-	363	NA	28	14	5	15	9	5	5	2	5	8
gene-FE838_RS01660	NZ_CP040530.1	342258	342782	-	525	NA	16	6	11	16	65	22	19	1	15	17
gene-FE838_RS01665	NZ_CP040530.1	342944	344152	+	1209	NA	80	42	56	92	68	48	84	5	23	63
gene-FE838_RS01670	NZ_CP040530.1	344306	345835	+	1530	NA	126	27	35	53	68	30	49	4	43	52
gene-FE838_RS01675	NZ_CP040530.1	345898	348831	-	2934	NA	55	16	6	18	15	4	14	2	22	10
gene-FE838_RS01680	NZ_CP040530.1	348921	350261	-	1341	NA	296	70	27	86	85	28	78	14	90	60
gene-FE838_RS01685	NZ_CP040530.1	350389	352869	+	2481	NA	385	310	160	243	532	114	230	21	136	241
gene-FE838_RS01690	NZ_CP040530.1	352900	353268	+	369	NA	59	54	38	70	88	25	39	1	19	42
gene-FE838_RS01695	NZ_CP040530.1	353366	354670	-	1305	NA	97	62	36	51	90	11	15	5	35	32
gene-FE838_RS01700	NZ_CP040530.1	354804	355436	+	633	NA	3480	1177	2486	4101	2535	2813	2815	85	815	1376
gene-FE838_RS01705	NZ_CP040530.1	355452	356078	+	627	NA	8369	1690	2665	8059	6133	3533	3165	103	1067	1592
gene-FE838_RS01710	NZ_CP040530.1	356150	359155	-	3006	NA	535	170	68	136	161	48	86	25	135	122
gene-FE838_RS01715	NZ_CP040530.1	359152	359955	-	804	NA	66	26	18	35	33	10	14	2	27	18
gene-FE838_RS01720	NZ_CP040530.1	360075	360878	-	804	NA	47	17	25	31	44	7	15	2	31	25
gene-FE838_RS01725	NZ_CP040530.1	361353	362447	-	1095	NA	4	1	0	2	2	1	5	1	0	1
gene-FE838_RS24315	NZ_CP040530.1	362566	363987	-	1422	NA	5	1	1	3	5	0	1	0	2	0
gene-FE838_RS24320	NZ_CP040530.1	364110	365456	-	1347	NA	5	1	1	1	1	0	0	0	2	1
gene-FE838_RS01735	NZ_CP040530.1	365828	366247	-	420	NA	59	13	6	20	16	6	3	3	14	10
gene-FE838_RS01740	NZ_CP040530.1	366312	367541	+	1230	NA	47	9	5	14	19	2	6	0	3	4
gene-FE838_RS01745	NZ_CP040530.1	367561	368772	+	1212	NA	4	1	0	4	4	0	1	0	2	0
gene-FE838_RS01750	NZ_CP040530.1	368857	369150	-	294	NA	8	9	7	6	8	2	5	2	1	2
gene-FE838_RS01755	NZ_CP040530.1	369162	369317	-	156	NA	6	2	1	4	5	0	3	0	0	0
gene-FE838_RS01760	NZ_CP040530.1	370841	371680	+	840	NA	0	2	2	2	2	79	167	2	27	33
gene-FE838_RS01765	NZ_CP040530.1	371713	372993	+	1281	NA	8	6	5	8	7	159	381	0	98	78
gene-FE838_RS01770	NZ_CP040530.1	372999	373394	+	396	NA	2	1	1	1	2	49	102	0	38	21
gene-FE838_RS01775	NZ_CP040530.1	373403	373609	+	207	NA	0	0	1	0	2	16	60	1	4	9
gene-FE838_RS24325	NZ_CP040530.1	373928	375282	-	1355	NA	7	0	0	4	2	8	50	0	19	9
gene-FE838_RS01790	NZ_CP040530.1	376167	377336	-	1170	NA	14	2	6	6	16	7	6	1	2	21
gene-FE838_RS01795	NZ_CP040530.1	377428	379296	-	1869	NA	24	12	4	15	20	11	23	0	12	48
gene-FE838_RS01800	NZ_CP040530.1	379324	381186	-	1863	NA	64	34	23	33	76	36	44	3	35	127
gene-FE838_RS01805	NZ_CP040530.1	381364	383082	-	1719	NA	73	30	13	52	65	23	49	1	28	138
gene-FE838_RS01810	NZ_CP040530.1	383094	386498	-	3405	NA	119	79	45	82	171	47	88	4	60	269
gene-FE838_RS01815	NZ_CP040530.1	386659	387627	-	969	NA	42	6	9	16	24	11	16	3	22	42
gene-FE838_RS01820	NZ_CP040530.1	387697	388266	-	570	NA	20	3	1	3	3	6	1	2	7	3
gene-FE838_RS01825	NZ_CP040530.1	389619	390549	+	931	NA	15	8	10	11	17	1	4	0	2	5
gene-FE838_RS24330	NZ_CP040530.1	390556	390777	+	222	NA	100	27	25	106	188	12	18	6	21	51
gene-FE838_RS01835	NZ_CP040530.1	390816	391079	-	264	NA	3	0	0	0	0	0	0	0	0	0
gene-FE838_RS01840	NZ_CP040530.1	391259	391669	+	411	NA	0	0	0	0	0	0	1	0	0	0
gene-FE838_RS01845	NZ_CP040530.1	391938	392135	+	198	NA	0	0	0	1	1	0	0	0	0	0
gene-FE838_RS01850	NZ_CP040530.1	392151	392444	+	294	NA	1	0	0	0	0	1	0	0	0	1
gene-FE838_RS24335	NZ_CP040530.1	392603	392728	-	126	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS01860	NZ_CP040530.1	394065	394238	-	174	NA	63	22	28	35	57	16	32	4	25	46
gene-FE838_RS01865	NZ_CP040530.1	394842	396969	-	2128	NA	3	0	1	2	1	1	26	2	25	9
gene-FE838_RS01870	NZ_CP040530.1	397014	399074	-	2061	ccsA	9	2	1	2	2	5	85	1	113	45
gene-FE838_RS01875	NZ_CP040530.1	399061	400215	-	1155	NA	13	0	0	3	0	13	219	3	239	88
gene-FE838_RS01880	NZ_CP040530.1	400228	400962	-	735	NA	2	0	0	1	1	3	50	5	60	24
gene-FE838_RS01885	NZ_CP040530.1	400982	402193	-	1212	NA	8	1	0	0	0	5	111	1	124	42
gene-FE838_RS01890	NZ_CP040530.1	402239	403672	-	1434	NA	9	0	1	1	1	15	172	2	168	61
gene-FE838_RS01895	NZ_CP040530.1	403801	404919	-	1119	NA	23	2	2	1	3	18	448	9	522	191
gene-FE838_RS01900	NZ_CP040530.1	404960	406330	-	1371	NA	8	0	2	0	0	8	133	2	162	50
gene-FE838_RS01905	NZ_CP040530.1	406445	406819	-	375	NA	0	0	0	0	0	0	5	0	1	2
gene-FE838_RS01910	NZ_CP040530.1	406919	407251	+	333	NA	1	0	0	0	0	1	17	0	11	12
gene-FE838_RS01915	NZ_CP040530.1	407303	407476	+	174	NA	0	0	0	0	0	0	3	0	4	3
gene-FE838_RS24340	NZ_CP040530.1	407553	407751	+	199	NA	0	0	0	0	0	0	12	0	4	5
gene-FE838_RS01930	NZ_CP040530.1	408680	409438	-	759	NA	302	69	78	212	231	65	106	11	142	137
gene-FE838_RS01935	NZ_CP040530.1	409893	410987	-	1095	NA	7	4	3	7	7	0	0	2	4	5
gene-FE838_RS01940	NZ_CP040530.1	411078	414128	-	3051	NA	128	39	22	34	46	26	14	3	71	80
gene-FE838_RS01945	NZ_CP040530.1	414497	415444	-	948	NA	147	43	53	88	115	46	54	4	33	63
gene-FE838_RS01950	NZ_CP040530.1	415746	416099	+	354	rplS	5718	654	391	1491	1058	510	832	494	1818	1119
gene-FE838_RS01955	NZ_CP040530.1	416872	417453	-	582	NA	9	8	17	18	16	5	4	2	8	12
gene-FE838_RS01960	NZ_CP040530.1	417461	417937	-	477	NA	12	6	5	17	11	0	6	1	4	11
gene-FE838_RS01965	NZ_CP040530.1	418108	419088	-	981	NA	3871	2077	1916	2859	2880	462	1093	341	1842	1594
gene-FE838_RS01970	NZ_CP040530.1	419267	419983	+	717	NA	114	67	57	80	143	13	35	2	122	135
gene-FE838_RS01975	NZ_CP040530.1	420104	421363	+	1260	NA	86	48	43	71	80	11	32	5	123	93
gene-FE838_RS01980	NZ_CP040530.1	421369	422610	+	1242	NA	163	73	45	106	154	14	44	14	175	142
gene-FE838_RS01985	NZ_CP040530.1	422666	423766	+	1101	NA	149	48	75	83	122	8	55	10	206	166
gene-FE838_RS01990	NZ_CP040530.1	423777	425114	+	1338	NA	198	54	53	77	107	13	46	10	195	126
gene-FE838_RS01995	NZ_CP040530.1	425291	426319	+	1029	msrB	234	143	114	182	191	105	165	9	99	124
gene-FE838_RS02000	NZ_CP040530.1	426451	426969	-	519	NA	331	1294	866	963	605	27	43	5	375	292
gene-FE838_RS02005	NZ_CP040530.1	427285	429234	+	1950	NA	113	137	50	112	185	9	21	2	31	19
gene-FE838_RS02010	NZ_CP040530.1	429257	430456	-	1200	NA	264	332	262	471	259	16	33	17	75	57
gene-FE838_RS02015	NZ_CP040530.1	430471	431487	-	1017	NA	167	208	177	321	199	13	15	17	50	40
gene-FE838_RS02020	NZ_CP040530.1	431520	432200	-	681	NA	150	155	190	297	170	8	14	14	40	43
gene-FE838_RS02025	NZ_CP040530.1	432314	433153	-	840	NA	554	151	135	209	254	67	92	15	108	165
gene-FE838_RS02030	NZ_CP040530.1	434009	434527	+	519	NA	9	0	3	2	3	1	11	1	7	7
gene-FE838_RS02035	NZ_CP040530.1	434532	435242	+	711	NA	19	7	13	9	14	5	5	3	6	5
gene-FE838_RS02040	NZ_CP040530.1	435224	435832	+	609	NA	9	2	3	5	3	2	5	0	4	5
gene-FE838_RS02045	NZ_CP040530.1	435866	436768	+	903	NA	17	2	3	3	9	3	2	2	10	10
gene-FE838_RS02050	NZ_CP040530.1	437083	438084	+	1002	NA	1231	842	1333	2669	995	677	1213	57	1033	1455
gene-FE838_RS02055	NZ_CP040530.1	438184	438603	-	420	NA	95	39	47	90	87	32	51	4	32	115
gene-FE838_RS02060	NZ_CP040530.1	438610	440562	-	1953	NA	612	75	48	141	120	130	185	7	88	247
gene-FE838_RS02065	NZ_CP040530.1	440740	442179	+	1440	NA	731	125	112	310	371	62	114	15	84	136
gene-FE838_RS24345	NZ_CP040530.1	442176	442265	-	90	NA	18	3	0	4	5	3	5	0	2	3
gene-FE838_RS02070	NZ_CP040530.1	442778	443470	+	693	NA	44	3	3	6	5	7	14	2	9	9
gene-FE838_RS02075	NZ_CP040530.1	444102	445943	-	1842	NA	1533	908	477	920	974	143	387	89	575	568
gene-FE838_RS02080	NZ_CP040530.1	445944	446453	-	510	purE	677	413	311	445	520	132	284	42	316	307
gene-FE838_RS02085	NZ_CP040530.1	446541	446921	-	381	gcvH	533	397	287	429	585	146	244	46	266	260
gene-FE838_RS02090	NZ_CP040530.1	446952	447623	-	672	NA	293	82	62	131	110	51	56	10	92	109
gene-FE838_RS02095	NZ_CP040530.1	447665	449149	-	1485	rpoN	812	301	226	393	368	96	201	57	344	320
gene-FE838_RS02100	NZ_CP040530.1	449288	450661	+	1374	NA	1067	493	420	662	777	135	308	30	298	472
gene-FE838_RS02105	NZ_CP040530.1	450862	454320	+	3459	NA	1040	722	489	672	778	26	40	16	132	118
gene-FE838_RS02110	NZ_CP040530.1	454326	456971	+	2646	NA	562	442	183	365	435	24	39	6	74	71
gene-FE838_RS02115	NZ_CP040530.1	457108	458412	+	1305	NA	480	173	115	210	190	16	21	13	125	91
gene-FE838_RS02120	NZ_CP040530.1	458582	458980	-	399	NA	510	252	156	575	848	168	172	38	123	208
gene-FE838_RS02125	NZ_CP040530.1	459182	460855	-	1674	NA	932	600	376	608	992	206	238	32	305	372
gene-FE838_RS02130	NZ_CP040530.1	460943	462640	+	1698	NA	1355	497	285	1084	1509	259	357	42	325	691
gene-FE838_RS02135	NZ_CP040530.1	462980	464071	+	1092	NA	1	0	0	0	0	0	0	0	0	0
gene-FE838_RS02140	NZ_CP040530.1	464155	465480	+	1326	NA	8	3	0	3	1	1	1	0	1	1
gene-FE838_RS02145	NZ_CP040530.1	465496	468624	+	3129	NA	3	2	1	2	2	2	2	1	3	2
gene-FE838_RS02150	NZ_CP040530.1	468652	470679	+	2028	NA	2	2	0	0	1	4	1	1	0	0
gene-FE838_RS02155	NZ_CP040530.1	470700	471602	+	903	NA	2	0	0	1	0	1	1	0	2	0
gene-FE838_RS02160	NZ_CP040530.1	471829	472437	+	609	NA	9	2	3	6	3	2	4	1	8	6
gene-FE838_RS02165	NZ_CP040530.1	472617	472952	+	336	NA	2	0	0	2	1	0	0	0	1	1
gene-FE838_RS02170	NZ_CP040530.1	473008	473496	+	489	NA	53	9	8	23	7	6	6	3	8	10
gene-FE838_RS02175	NZ_CP040530.1	473602	473988	-	387	NA	94	14	7	29	26	9	15	3	16	20
gene-FE838_RS02180	NZ_CP040530.1	474325	474807	+	483	NA	50	15	8	21	17	6	12	2	30	33
gene-FE838_RS02185	NZ_CP040530.1	474911	475075	-	165	NA	341	538	378	437	1363	604	477	21	184	662
gene-FE838_RS02190	NZ_CP040530.1	475297	476472	+	1176	NA	238	19	18	45	69	24	40	7	74	73
gene-FE838_RS02195	NZ_CP040530.1	476559	479249	+	2691	NA	1098	224	90	223	279	99	224	70	523	286
gene-FE838_RS02200	NZ_CP040530.1	479257	479880	+	624	NA	209	49	11	29	45	24	36	19	114	50
gene-FE838_RS02205	NZ_CP040530.1	479891	480853	+	963	NA	242	29	16	17	27	16	34	10	119	36
gene-FE838_RS02210	NZ_CP040530.1	481217	482020	+	804	NA	104	40	33	68	66	4	5	1	25	11
gene-FE838_RS02215	NZ_CP040530.1	482033	482689	+	657	NA	118	35	37	54	53	11	7	4	28	26
gene-FE838_RS02220	NZ_CP040530.1	482712	482927	+	216	NA	50	21	17	27	25	1	7	4	12	9
gene-FE838_RS02225	NZ_CP040530.1	483044	483469	-	426	NA	302	77	63	108	97	30	48	13	101	129
gene-FE838_RS02230	NZ_CP040530.1	483500	484495	-	996	NA	479	97	88	144	133	48	55	26	134	135
gene-FE838_RS02235	NZ_CP040530.1	484567	485475	-	909	NA	129	24	21	27	52	18	17	4	56	40
gene-FE838_RS02240	NZ_CP040530.1	485486	486292	-	807	NA	150	22	24	61	72	38	41	8	75	54
gene-FE838_RS02245	NZ_CP040530.1	486472	487416	+	945	NA	26	147	58	27	85	71	130	20	108	199
gene-FE838_RS02250	NZ_CP040530.1	487447	488508	+	1062	buk	65	151	67	58	97	103	158	11	138	206
gene-FE838_RS02255	NZ_CP040530.1	488818	490569	-	1752	NA	780	385	216	444	623	138	203	27	234	300
gene-FE838_RS02260	NZ_CP040530.1	490599	491042	-	444	NA	211	105	80	115	166	48	81	9	73	86
gene-FE838_RS02265	NZ_CP040530.1	491253	491567	+	315	NA	2	0	0	1	1	1	1	0	2	0
gene-FE838_RS02270	NZ_CP040530.1	491806	492189	+	384	NA	266	284	147	270	318	51	50	27	195	178
gene-FE838_RS02275	NZ_CP040530.1	492198	493082	+	885	NA	708	257	131	285	249	48	73	22	259	178
gene-FE838_RS02280	NZ_CP040530.1	493841	495163	+	1323	NA	429	187	130	276	359	46	69	22	93	164
gene-FE838_RS02285	NZ_CP040530.1	495464	497107	-	1644	NA	147	314	217	277	454	57	105	4	66	220
gene-FE838_RS02290	NZ_CP040530.1	497126	500497	-	3372	NA	231	710	509	615	909	116	230	10	136	429
gene-FE838_RS02295	NZ_CP040530.1	500707	501645	-	939	NA	327	218	132	319	346	74	126	9	92	221
gene-FE838_RS02300	NZ_CP040530.1	501751	502311	-	561	NA	188	48	32	66	86	26	49	13	73	103
gene-FE838_RS02305	NZ_CP040530.1	502454	504580	-	2127	pnp	8801	1054	639	1572	949	256	656	462	1688	923
gene-FE838_RS02310	NZ_CP040530.1	504776	505927	+	1152	NA	475	94	71	120	104	50	92	33	157	92
gene-FE838_RS02315	NZ_CP040530.1	506108	506572	+	465	greA	454	166	186	371	222	136	131	21	123	228
gene-FE838_RS02320	NZ_CP040530.1	506625	507017	+	393	NA	156	84	77	165	97	50	75	10	75	118
gene-FE838_RS02325	NZ_CP040530.1	507094	508014	-	921	NA	153	28	23	66	41	44	46	4	26	18
gene-FE838_RS02330	NZ_CP040530.1	508021	509253	-	1233	NA	242	52	32	122	66	105	88	4	41	46
gene-FE838_RS02335	NZ_CP040530.1	509507	510010	+	504	NA	552	555	394	360	1175	248	343	12	175	652
gene-FE838_RS02340	NZ_CP040530.1	510270	511715	+	1446	NA	11242	4063	4457	6495	3253	2688	3149	196	1320	1257
gene-FE838_RS02345	NZ_CP040530.1	511724	512689	+	966	glsA	7306	1763	2159	4119	2401	1210	1910	122	773	693
gene-FE838_RS02350	NZ_CP040530.1	512959	513690	-	732	NA	125	20	40	80	46	47	52	0	14	15
gene-FE838_RS02355	NZ_CP040530.1	513907	515619	+	1713	NA	4204	1170	1110	2406	1077	1268	1467	79	539	641
gene-FE838_RS02360	NZ_CP040530.1	515686	516945	-	1260	NA	60	8	5	17	16	11	16	4	38	34
gene-FE838_RS02365	NZ_CP040530.1	517151	517223	+	73	NA	1069	844	114	476	494	100	83	89	125	129
gene-FE838_RS02370	NZ_CP040530.1	517461	517682	+	222	NA	4	0	0	0	2	0	0	0	2	0
gene-FE838_RS02375	NZ_CP040530.1	517679	518914	+	1236	NA	51	14	12	29	35	13	16	2	16	16
gene-FE838_RS02380	NZ_CP040530.1	519262	523485	-	4224	NA	850	202	114	222	284	33	111	27	195	130
gene-FE838_RS02385	NZ_CP040530.1	523466	524659	-	1194	NA	244	69	44	91	128	23	37	16	59	64
gene-FE838_RS02390	NZ_CP040530.1	525549	526601	-	1053	NA	1629	127	117	493	850	49	73	25	176	150
gene-FE838_RS02395	NZ_CP040530.1	527999	529116	+	1118	NA	0	0	0	0	1	0	0	0	0	0
gene-FE838_RS02400	NZ_CP040530.1	529128	530054	+	927	NA	2	0	0	1	0	0	1	0	0	0
gene-FE838_RS02405	NZ_CP040530.1	530047	530871	+	825	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02410	NZ_CP040530.1	530883	531176	+	294	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02415	NZ_CP040530.1	531189	531692	+	504	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02420	NZ_CP040530.1	531925	532890	+	966	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02425	NZ_CP040530.1	532874	533149	+	276	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02430	NZ_CP040530.1	533136	533939	+	804	NA	2	0	0	2	0	0	0	2	0	0
gene-FE838_RS02435	NZ_CP040530.1	533942	534712	+	771	NA	0	0	0	0	1	0	0	0	0	1
gene-FE838_RS02440	NZ_CP040530.1	534837	535994	+	1158	NA	1	1	0	3	0	0	0	0	0	1
gene-FE838_RS02445	NZ_CP040530.1	536357	536719	+	363	NA	22	3	1	11	8	5	8	3	8	8
gene-FE838_RS02450	NZ_CP040530.1	536929	537489	-	561	NA	3	0	0	1	1	0	1	1	2	0
gene-FE838_RS02455	NZ_CP040530.1	537500	537964	-	465	NA	2	0	1	0	0	0	0	0	0	1
gene-FE838_RS02460	NZ_CP040530.1	537985	538572	-	588	NA	2	0	0	0	0	0	0	0	0	0
gene-FE838_RS02465	NZ_CP040530.1	538569	539486	-	918	traN	4	0	1	0	1	0	0	0	1	0
gene-FE838_RS02470	NZ_CP040530.1	539546	540844	-	1299	traM	2	1	0	1	1	0	1	0	0	2
gene-FE838_RS02475	NZ_CP040530.1	540795	541094	-	300	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02480	NZ_CP040530.1	541091	541714	-	624	traK	0	1	0	0	0	0	0	0	0	0
gene-FE838_RS02485	NZ_CP040530.1	541736	542749	-	1014	traJ	0	0	1	2	0	0	0	0	0	0
gene-FE838_RS02490	NZ_CP040530.1	542753	543397	-	645	NA	0	0	0	0	0	0	0	0	0	0
gene-FE838_RS02495	NZ_CP040530.1	543394	543753	-	360	NA	0	0	0	0	0	0	0	0	0	1
gene-FE838_RS02500	NZ_CP040530.1	544003	545826	-	1824	NA	12	12	1	13	5	5	10	0	9	14
gene-FE838_RS02505	NZ_CP040530.1	546410	548794	-	2385	NA	13	7	2	6	6	3	2	0	0	2
